FID,the_geom,KunstwerkN,Kunstenaar,LokatieBee,Lengtegraa,Breedtegra,Eigendom_v,Foto,Websitever,KunstwerkI,Contact,_timestamp
Kunstwerken.136,POINT (183076.91552283 425659.61793386),Het midden en zijn verplaatsing,Peter van de Locht,Tolhuis 10e straat,"5,79441225","51,8189939",gemeente Nijmegen,341.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=341,341,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.137,POINT (188137.09725705 426769.52019381),Drie elementen,Peter van de Locht,Professor Bellefroidstraat 11,5.867909,51.828542,gemeente Nijmegen,351.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=351,351,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.138,POINT (187965.09155593 428819.79207198),Poort met het wapen van de familie Singendonck,Onbekend,Burchtstraat (Gedeputeerdenplaats stadhuis),"5,86558657","51,8469061",gemeente Nijmegen,5.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=5,5,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.139,POINT (188012.2247774 427341.1438622),Poort Oud Burgeren Gasthuis,Onbekend,Professor Cornelissenstraat 2,"5,86597126","51,8335393",particulier,7.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=7,7,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.140,POINT (187576.97203647 429145.99565589),Architectuur der natuur,Peter van de Locht,Waalkade (ter hoogte van de Oude Haven),5.860008,51.849935,gemeente Nijmegen,374.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=374,374,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.141,POINT (187582.23035727 429142.30656612),Twee reliëfs,Peter van de Locht,Waalkade (ter hoogte van de Oude Haven),5.860052,51.849926,gemeente Nijmegen,375.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=375,375,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.142,POINT (187889.99996588 427110.01120646),Zuil,Peter van de Locht,Professor Huijbersstraat,"5,864357","51,831617",gemeente Nijmegen,418.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=418,418,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.143,POINT (189212.76778179 427326.80514529),Zitelement,Marian van Lookeren Campagne,Elzenstraat,5.883667,51.833486,gemeente Nijmegen,352.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=352,352,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.144,POINT (189692.72605811 427490.80664618),Roeibootje met kinderen,Ed van Teeseling,Berg en Dalseweg 295,"5,89052793","51,8349493",particulier,154.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=154,154,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.145,POINT (184642.41665097 425589.22277834),Zonder titel,Hieke Luik,In opslag,5.817281,51.818154,particulier,505.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=505,505,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.146,POINT (184587.84344401 427716.58197228),Nils Holgersson,Ed van Teeseling,Energieweg 93,5.816504,51.837254,particulier,170.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=170,170,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.147,POINT (188360.56387885 427893.40316444),Sculpturen en omgevingsvormgeving,Hans van Lunteren,Daalsedwarsweg/Groesbeeksedwarsweg,"5,87121309","51,8386533",gemeente Nijmegen,424.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=424,424,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.148,POINT (184642.4166484 425599.303405),Mercurius,Ed van Teeseling,Depot,5.817281,51.818154,gemeente Nijmegen,187.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=187,187,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.149,POINT (188422.00474296 428619.07726085),Reliëf,Jac Maris,Sint Jorisstraat 72,5.872237,51.845182,particulier,141.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=141,141,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.150,POINT (187479.23665615 428833.79892679),De Gouden Engel,Ed van Teeseling,Parkweg/Pijkestraaat,"5,85850422","51,8471754",gemeente Nijmegen,338.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=338,338,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.151,POINT (189423.1601037 424973.14001061),Gevelplastiek (Amerikaanse parachutist),Charles Hammes,Nijmeegsebaan 53,"5,88634469","51,8123187",particulier,116.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=116,116,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.152,POINT (187845.21513238 429120.95023639),Vrouw uitkijkend over water,Ed van Teeseling,Lage Markt/Waalkade,"5,863867","51,849750",gemeente Nijmegen,363.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=363,363,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.153,POINT (187953.97261641 429109.13390706),Twee reliëfs,Ed van Teeseling,Grotestraat/Waalkade,5.865491,51.849598,gemeente Nijmegen,364.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=364,364,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.154,POINT (188510.4712385 428666.20019329),Omgevingsvormgeving,Jan Hein Daniëls,Keizer Traianusplein,"5,87350928","51,8455672",gemeente Nijmegen,295.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=295,295,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.155,POINT (188510.4712385 428666.20019329),Omgevingsvormgeving,Bas Maters,Keizer Traianusplein,"5,87350928","51,8455672",gemeente Nijmegen,295.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=295,295,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.156,POINT (188109.10624284 428592.24894584),Het Geldverkeer,Charles Hammes,Klein Mariënburg,"5,86759207","51,8449989",particulier,120.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=120,120,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.157,POINT (187346.38465854 429009.40345573),Joris Ivens Monument,Bas Maters,Joris Ivensplein,"5,85662511","51,8487218",gemeente Nijmegen,517.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=517,517,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.158,POINT (182695.45402447 427327.86514607),Haan,Ed van Teeseling,Zellersacker 11-04,"5,78901607","51,8338574",particulier,383.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=383,383,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.159,POINT (187098.2210917 428364.19620928),Reliëf,Charles Hammes,Stationsplein,"5,85298716","51,8429359",particulier,123.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=123,123,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.160,POINT (187841.26713017 429095.80514335),Afsluitpaal,Ed van Teeseling,Achter de Vismarkt/Lutherse Plaats,"5,86389270","51,8494241",gemeente Nijmegen,408.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=408,408,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.161,POINT (188009.85755681 428593.0275542),Symbool van Communicatie,Hendrik Meek,Mariënburg 85,"5,86620447","51,8449298",particulier,266.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=266,266,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.162,POINT (184480.22168885 426999.41482623),Tobias met de vis,Albert Termote,O.C. Huismanstraat (vijver bij winkelcentrum Notenhout),"5,81488129","51,8308137",gemeente Nijmegen,500.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=500,500,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.163,POINT (185976.48243476 427318.77363166),"Ruth, die de vruchten van het veld haalt",Theo Mulder,Graafseweg (Augustinuspark),"5,83661604","51,8336030",particulier,206.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=206,206,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.164,POINT (181919.31394209 427058.10939765),Tegelwand,Titus Nolte,Leuvensbroek 30-00 (Lindenholt College),"5,77787936","51,8315364",particulier,452.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=452,452,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.165,POINT (189773.8610592 427486.98186468),Trafohuisje,Titus Nolte,Berg en Dalseweg/Caesarstraat,"5,89170024","51,8349231",particulier,514.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=514,514,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.166,POINT (181868.29566853 426816.35608536),Trafohuisje,Titus Nolte,Holtgesbroek 10e en 11e straat,"5,776963","51,829307",particulier,515.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=515,515,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.167,POINT (183814.00180726 423670.98212978),Kloek met kuikens,Ben van Pinxteren,Weezenhof 11e straat,5.804939,51.800932,gemeente Nijmegen,314.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=314,314,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.168,POINT (185361.5344932 424467.81536859),Vier mozaïeken,Onbekend,Treubstraat,"5,827444","51,808012",particulier,181.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=181,181,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.169,POINT (187810.99937494 428931.01460053),Afsluitpaal 'De Gehelmde Wachter',Ben van Pinxteren,Sint Stevenskerkhof/Achter de Hoofdwacht,5.863384,51.847989,gemeente Nijmegen,318.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=318,318,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.170,POINT (184113.02045418 423706.97640234),Omtrent de kievit,Ben van Pinxteren,Weezenhof 54e straat,5.809277,51.801240,gemeente Nijmegen,326.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=326,326,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.171,POINT (184318.45236311 427036.24867691),Vivaldi's kleurklanken,Ted Felen,Symfoniestraat 204,"5,81253764","51,8311533",gemeente Nijmegen,348.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=348,348,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.172,POINT (187837.781016 429120.6053788),Drie muursculpturen,Ben van Pinxteren,Waalkade (doorgang Achter de Vismarkt),5.863765,51.849713,gemeente Nijmegen,360.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=360,360,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.173,POINT (187832.64781486 429125.73865425),Twee muursculpturen,Ben van Pinxteren,Achter de Vismarkt/Waalkade,5.863694,51.849821,gemeente Nijmegen,361.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=361,361,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.174,POINT (188639.88369823 426494.80673181),Fantoom,Lotti van der Gaag,Boenhoffstraat/Van Cranenborchstraat,"5,87513679","51,8260698",particulier,204.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=204,204,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.175,POINT (187431.73972215 429202.49950557),Januskop,Ben van Pinxteren,Waalkade (ter hoogte van Kromme Elleboog),5.857915,51.850453,gemeente Nijmegen,362.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=362,362,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.176,POINT (188885.44637996 426476.93623791),Hulpverlening,Peter Roovers,Groesbeekseweg 327 (voorterrein Huize Joachim en Anna),"5,87873707","51,8259024",particulier,232.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=232,232,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.177,POINT (187299.18696281 428848.2151882),De mens en de vier elementen,Pieter Starreveld,Kronenburgersingel 269,"5,85584528","51,8473121",particulier,238.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=238,238,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.178,POINT (185324.26885542 424181.07577812),Zittende figuur,Oscar Goedhart,Couwenbergstraat,"5,82683857","51,8054775",gemeente Nijmegen,248.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=248,248,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.179,POINT (187876.83319552 428747.47533138),Hier werd Petrus Canisius geboren,Wim van Woerkom,Broerstraat 42-44,"5,86429730","51,8463852",particulier,260.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=260,260,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.180,POINT (187810.33312628 428899.84350999),Leeuw,Giuseppe Roverso,Grote Markt (in de kerkboog),"5,86331282","51,8477461",gemeente Nijmegen,262.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=262,262,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.181,POINT (186213.40057015 429458.60476016),Sculptuur,Oscar Goedhart,Westerpark,"5,8402955","51,852598",gemeente Nijmegen,271.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=271,271,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.182,POINT (187634.79379113 428998.93857178),Afsluitpaal,Oscar Goedhart,Lompenkramersgas,"5,86081315","51,8486406",gemeente Nijmegen,304.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=304,304,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.183,POINT (187763.41755906 429104.52945704),Olifant,Onbekend,Lage Markt/Priemstraat,"5,86270546","51,8495728",gemeente Nijmegen,335.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=335,335,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.184,POINT (187339.20615138 429171.13188464),Twee muursculpturen,Oscar Goedhart,Veemarkt/Waalkade,"5,85642344","51,8500001",gemeente Nijmegen,358.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=358,358,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.185,POINT (187348.19778056 429140.67701036),Twee muursculpturen,Oscar Goedhart,Veemarkt/Waalkade,"5,85666340","51,8499454",gemeente Nijmegen,359.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=359,359,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.186,POINT (182121.29460501 427068.65489367),Sculptuur,Peter Dekkers,Leuvensbroek 12-00,"5,7806303","51,8315866",gemeente Nijmegen,420.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=420,420,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.187,POINT (184724.21573231 426296.8247672),Sculptuur,Gerard Walraeven,Gerstweg (Philipsterrein),"5,81831688","51,8245501",particulier,428.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=428,428,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.188,POINT (188046.11106066 428116.40637362),Japans Wandelmonument,Onbekend,Waldeck Pyrmontsingel (Julianapark),5.866656,51.840657,gemeente Nijmegen,430.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=430,430,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.189,POINT (188565.11460242 425859.52245902),Minuendo intellego,Marius van Workum,d'Almarasweg (Botanische Tuin),5.874323,51.819807,gemeente Nijmegen,433.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=433,433,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.190,POINT (188096.6244571 428720.58701418),Gevelsteen ('In de Gecroede Botter Ton'),Onbekend,Raadhuisstraat 2,"5,86762855","51,8460978",particulier,520.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=520,520,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.191,POINT (187556.81971482 428854.94403435),Poort van het Oude Weeshuis,Simon Bosboom,Gebroeders van Limburgplein,"5,859645","51,847260",particulier,4.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=4,4,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.192,POINT (185880.85990839 424761.81112739),Zonder titel,LaSalle (Albert Goederond/Patty Struik),Joulestraat,"5,834878","51,810659",gemeente Nijmegen,542.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=542,542,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.193,POINT (188234.56732672 431577.81476134),KunstVeld,Gelderse kunstenaars,Rolling Stonesstraat,"5,86978604","51,8717535",particulier,572.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=572,572,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.194,POINT (187964.9678578 428853.03221274),'Al mot ik krupe....',Toon Heijmans,Burchtstraat (tegenover de entree stadhuis),5.865611,51.847279,gemeente Nijmegen,573.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=573,573,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.195,POINT (190349.89560646 427282.02080344),Kind op bank,Ed van Teeseling,Hengstdal Ubbergen (voorplein Sint Maartenskliniek),"5,89930726","51,8330941",particulier,177.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=177,177,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.196,POINT (188261.50656926 427089.17316326),Zittend kind,Ed van Teeseling,Heyendaalseweg/Professor Huijbersstraat,"5,86970074","51,8314489",gemeente Nijmegen,263.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=263,263,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.197,POINT (188029.24680589 429032.04784988),Moeder Gods als beschermster van de schippers,Hans Truijen,Vleeshouwerstraat,"5,86656096","51,8488842",gemeente Nijmegen,223.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=223,223,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.198,POINT (187860.41256471 427395.78097513),Het gesprek,Pieter d'Hont,Archipelstraat/Molukkenstraat,"5,86393549","51,8342546",gemeente Nijmegen,228.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=228,228,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.199,POINT (187462.53661667 428362.56861373),Dame met stola,Pieter d'Hont,Nassausingel (plein stadsschouwburg),"5,85819385","51,8429477",gemeente Nijmegen,229.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=229,229,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.200,POINT (187968.99290187 428607.95634927),Moeder en kind,Oscar Jespers,Arsenaalpoort,5.865646,51.845076,gemeente Nijmegen,230.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=230,230,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.201,POINT (187615.18765872 428986.62194954),Weesjongen en weesmeisje,Gerhard Gröninger,Begijnenstraat 29,"5,86054756","51,8485003",gemeente Nijmegen,6.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=6,6,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.202,POINT (188475.70347643 428813.42683723),C.A.P. Ivensbank,Charles Estourgie,Hunnerpark,"5,872782","51,847941",gemeente Nijmegen,73.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=73,73,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
Kunstwerken.203,POINT (189250.12464189 427795.26450125),Sint Stephanus,Albert Termote,Berg en Dalseweg 205 (bij de Sint Stephanuskerk),"5,88415640","51,8376942",gemeente Nijmegen,106.01,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=106,106,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Monique Zoon
m.zoon@nijmegen.nl",20180315
